;IPI_nace4 * RF0812 (frozen);IPI_nace4 * RF0893 (frozen);IPI_nace4 * RF0899 (frozen);IPI_nace4 * RF1011 (frozen);IPI_nace4 * RF1012 (frozen)
2010-04-01;112,888866;102,410203;107,320604;101,813485;97,931428
2010-05-01;105,23929;116,363834;101,319999;99,462387;96,255671
2010-06-01;129,098268;119,372434;116,869809;107,172295;104,17407
2010-07-01;118,683522;82,217906;114,538917;98,015722;94,669879
2010-08-01;79,931738;48,536192;93,816627;106,19491;97,702275
2010-09-01;115,38131;120,419355;118,251774;108,549916;100,288085
2010-10-01;109,202034;113,10688;115,300412;101,493521;99,397352
2010-11-01;96,041358;116,4252;118,322581;104,662165;100,802436
2010-12-01;55,61572;135,6421;95,334831;111,205906;112,449015
2011-01-01;76,651285;109,99153;103,421082;103,061978;97,185079
2011-02-01;90,648371;118,561386;109,257285;98,050525;92,182468
2011-03-01;114,808913;137,218252;117,587831;115,810561;106,625119
2011-04-01;104,80822;86,95514;103,657564;103,318212;97,064227
2011-05-01;121,963613;115,584598;120,448036;112,69658;104,671186
2011-06-01;106,910262;123,836446;115,282065;103,19536;99,081312
2011-07-01;107,755081;72,566697;117,687513;98,730221;93,138933
2011-08-01;78,546388;72,180051;100,084272;113,303251;100,808525
2011-09-01;115,594384;104,280569;120,027662;104,222497;101,815025
2011-10-01;108,085831;115,22531;102,938754;101,749007;100,106486
2011-11-01;98,04637;119,840583;103,125522;106,31311;100,926278
2011-12-01;69,306465;110,830245;81,522364;102,406103;110,298367
2012-01-01;88,044599;129,048394;107,155519;103,046118;100,5361
2012-02-01;67,356753;114,564793;94,228459;98,910313;93,965408
2012-03-01;112,82399;108,620908;95,984711;106,405277;101,39965
2012-04-01;103,531792;91,055172;107,144297;101,017231;96,319033
2012-05-01;100,201165;108,439814;110,600614;104,659505;100,192265
2012-06-01;117,736139;115,791079;111,138636;99,437937;97,67857
2012-07-01;121,911868;97,583773;120,5755;96,845728;98,611822
2012-08-01;74,971396;48,172714;80,891367;103,486989;97,264356
2012-09-01;100,565827;108,838192;113,466692;94,217472;91,84351
2012-10-01;119,846435;110,742541;138,880613;109,994892;109,186774
2012-11-01;102,258118;106,898181;130,128412;98,393797;101,247784
2012-12-01;60,770887;42,382185;86,137158;95,002799;101,920178
2013-01-01;74,645711;117,158277;102,76804;103,507854;103,833173
2013-02-01;81,290618;110,066029;110,685585;91,036688;91,712952
2013-03-01;98,186816;112,328966;111,572907;98,72247;98,290323
2013-04-01;112,725281;109,642745;103,814607;99,603258;100,271461
2013-05-01;96,221557;76,414734;93,671147;101,291922;99,06203
2013-06-01;111,449568;111,431802;103,050332;89,875863;92,793096
2013-07-01;132,303944;123,972119;111,760148;102,563386;101,40956
2013-08-01;76,907224;47,909337;78,354956;93,457396;95,920982
2013-09-01;107,548424;119,819295;102,458185;95,358356;94,99751
2013-10-01;120,009617;122,707097;123,65422;105,947935;106,339909
2013-11-01;96,502612;92,160053;102,820868;91,954003;93,387782
2013-12-01;70,797226;95,812772;84,052065;97,79644;99,722194
2014-01-01;87,273045;117,408045;114,057719;102,708651;97,23022
2014-02-01;90,656918;107,480386;109,885542;90,096968;86,83056
2014-03-01;105,864754;101,829388;114,869732;95,938259;89,876431
2014-04-01;117,0329;90,833667;111,323524;104,264107;102,084055
2014-05-01;91,561557;89,674313;107,708108;94,707523;96,825517
2014-06-01;107,515579;91,199586;106,775472;94,740626;97,742747
2014-07-01;118,44815;105,063019;126,125427;99,78169;100,672935
2014-08-01;68,591599;61,792502;82,334255;92,353065;90,984494
2014-09-01;108,300314;114,830036;115,457463;100,846867;101,026923
2014-10-01;112,815963;101,208897;119,521157;107,141213;105,238515
2014-11-01;85,83135;109,90085;97,913448;91,683813;91,704372
2014-12-01;65,733572;85,751669;78,964116;104,155071;109,588152
2015-01-01;81,08155;125,945758;99,230456;99,535453;96,847885
2015-02-01;85,540985;109,252221;104,183573;90,195572;87,855487
2015-03-01;107,383606;102,414698;118,666141;109,734115;101,900946
2015-04-01;115,35481;80,192726;92,842575;99,613871;101,717511
2015-05-01;92,724565;106,763012;94,185476;90,673679;91,952948
2015-06-01;126,665082;109,069073;102,366366;105,559681;104,478337
2015-07-01;119,206036;103,118665;99,874905;97,285147;100,690271
2015-08-01;70,309725;67,540736;68,509857;96,744942;96,788274
2015-09-01;114,352546;104,369717;108,579259;107,31223;102,582121
2015-10-01;113,302551;106,880387;115,160439;101,051114;104,29986
2015-11-01;100,569692;106,670154;109,405763;96,242785;98,645409
2015-12-01;73,508852;77,782853;86,995189;106,05141;112,240952
2016-01-01;76,288294;115,665492;109,352949;97,686572;94,433188
2016-02-01;94,428942;112,002372;105,043104;98,131317;90,30176
2016-03-01;106,09712;113,862507;91,627931;109,65707;102,358308
2016-04-01;109,104229;66,531674;119,054243;99,669511;94,504525
2016-05-01;106,077327;84,337356;120,563685;103,559291;94,696193
2016-06-01;121,109453;105,243764;124,391665;102,322991;93,482379
2016-07-01;109,833953;107,665654;118,192851;92,261249;86,297376
2016-08-01;80,377882;58,735965;88,980825;104,819231;99,447963
2016-09-01;114,867187;102,79648;124,369721;102,951555;101,183033
2016-10-01;110,198536;94,065536;122,84285;98,146326;97,786473
2016-11-01;106,080682;116,920965;125,054526;100,590811;98,676331
2016-12-01;74,125621;83,569686;106,695918;102,131246;105,532901
2017-01-01;73,908753;116,316987;118,711494;100,4293;97,311414
2017-02-01;98,815402;96,2108;127,509851;91,032865;87,655114
2017-03-01;115,650753;104,568691;142,220314;107,268267;100,732331
2017-04-01;103,377882;79,315582;100,83475;94,2304;85,951585
2017-05-01;109,263937;104,363223;125,693066;104,344028;95,621693
2017-06-01;116,974294;112,2076;69,25603;100,034597;92,109972
2017-07-01;114,578032;116,391427;101,629757;90,645159;88,916282
2017-08-01;74,999864;63,681083;90,564684;103,169231;98,297252
2017-09-01;105,577907;108,46513;125,078775;100,151265;96,758157
2017-10-01;118,907041;117,003702;126,343571;104,047253;100,960109
2017-11-01;114,266957;96,633316;127,29139;103,257214;99,179413
2017-12-01;71,652966;92,726915;96,839867;97,542151;101,620901
2018-01-01;86,449222;107,212899;114,904209;115,963146;102,325257
2018-02-01;87,953879;101,699748;112,203236;102,14422;91,243171
2018-03-01;113,912631;108,443016;122,756947;117,805119;105,799061
2018-04-01;113,461571;107,433618;113,874829;108,870976;99,524019
2018-05-01;106,921736;87,417189;122,048651;113,396789;103,51509
2018-06-01;124,882014;103,524005;103,019101;108,131293;97,746341
2018-07-01;129,829634;102,558816;127,485302;107,607388;98,825615
2018-08-01;84,522064;58,340296;91,58312;112,530302;97,081865
2018-09-01;110,421774;98,132615;103,506811;102,511569;91,846911
2018-10-01;128,099202;105,948986;116,343482;119,907095;107,19894
2018-11-01;109,065066;101,591957;106,886213;111,746814;99,486794
2018-12-01;75,491797;98,487993;73,627393;105,98085;101,519967
2019-01-01;86,712408;110,419432;107,554828;115,476461;100,866707
2019-02-01;96,584737;106,917379;102,441327;100,690563;89,663607
2019-03-01;117,614184;96,142882;110,754501;108,518262;95,002793
2019-04-01;115,651457;105,760412;101,00374;116,404016;100,300507
2019-05-01;110,788056;92,529249;106,88477;111,263389;100,631348
2019-06-01;114,453598;110,204522;111,13688;100,988756;92,546294
2019-07-01;133,943297;112,33181;107,079685;110,268837;99,637178
2019-08-01;74,861208;67,233834;82,391326;107,178643;94,757599
2019-09-01;111,160311;112,343722;105,39897;107,56269;96,573513
2019-10-01;126,392744;110,254144;114,733273;118,168982;107,512163
2019-11-01;105,572849;114,897981;99,047737;104,345482;94,123274
2019-12-01;75,182619;97,010237;77,431508;109,679191;104,654509
2020-01-01;91,591421;114,069593;102,573784;112,986434;96,968711
2020-02-01;100,98644;100,306271;99,718669;100,397051;87,272505
2020-03-01;73,772417;102,136473;91,825612;109,544216;99,052703
2020-04-01;48,254261;106,241602;79,027538;111,482244;96,337617
2020-05-01;84,493028;91,499583;60,679439;99,719062;91,032401
2020-06-01;122,207504;94,561895;62,203866;114,493821;97,478239
