;IPI_nace4 * RF1011 (frozen);IPI_nace4 * RF1051 (frozen);IPI_nace4 * RF1081 (frozen);IPI_nace4 * RF1086 (frozen);IPI_nace4 * RF1200 (frozen);IPI_nace4 * RF1391 (frozen);RF1039 (frozen);RF1041 (frozen);RF1042 (frozen);RF1051 (frozen);RF1052 (frozen)
2007-09-01;104,38152;96,330146;135,430635;91,739366;352,001974;206,836726;95,956513;66,007842;214,553818;96,898792;92,218657
2007-10-01;104,085399;96,721107;143,477901;90,804882;342,186867;199,961244;134,107371;69,195364;198,832492;97,324654;93,419071
2007-11-01;102,95488;97,828741;145,957983;96,191108;351,979505;199,16299;115,876137;68,311531;195,042852;98,502623;92,75752
2007-12-01;101,538366;99,094657;120,285327;88,418648;319,216562;216,306092;112,391301;70,734017;171,59886;99,601137;102,108915
2008-01-01;101,157166;99,766713;119,864013;90,485475;315,769221;237,20422;99,482232;71,372294;207,880499;100,974706;91,406558
2008-02-01;102,860346;99,742772;106,994829;88,800345;322,353801;239,90468;104,724543;75,610517;191,766339;100,337471;89,681766
2008-03-01;98,091301;99,232172;108,134834;81,688724;325,278173;222,065441;99,509103;76,568407;200,168219;99,739331;91,608635
2008-04-01;103,314025;97,524065;118,106692;90,84634;358,634046;229,925648;103,411395;73,07422;202,317713;98,229186;92,766332
2008-05-01;102,625802;96,971538;111,76239;87,629869;340,260575;197,46514;97,953312;73,60989;207,531613;97,709306;93,523786
2008-06-01;101,165813;96,077362;122,795508;91,200531;342,121737;218,486483;78,506261;78,383274;215,399798;96,605343;93,373455
2008-07-01;103,903299;95,82841;117,59858;90,798899;345,771131;212,943179;102,652053;87,884279;214,080096;96,46424;93,780716
2008-08-01;102,170205;95,174926;113,002519;89,400002;284,306638;181,093958;103,916827;71,452513;193,786289;95,87627;89,806197
2008-09-01;102,713162;95,521913;112,657538;88,981464;340,412223;198,042876;107,370111;87,547335;194,277751;96,066958;90,779046
2008-10-01;103,132553;94,350353;109,129331;87,852215;356,719246;194,357228;126,596558;85,977897;189,402527;94,857667;93,310978
2008-11-01;102,220944;95,071429;105,811885;86,137382;308,83887;169,915892;105,524137;89,247943;212,642837;95,555049;91,482069
2008-12-01;102,818622;94,415323;100,279733;84,815496;348,31458;153,17336;101,276466;91,147964;202,31338;94,950243;97,114563
2009-01-01;103,07176;94,543853;110,239279;88,319588;310,906699;159,126959;94,44066;94,21864;213,084321;95,164096;58,682944
2009-02-01;100,780771;94,613593;125,999512;86,986551;347,974324;142,466011;100,471853;87,490676;212,471065;95,144781;89,487834
2009-03-01;100,467544;94,586178;111,825845;86,102015;335,032958;155,700834;101,897377;92,928776;206,653277;94,963595;77,677862
2009-04-01;100,496223;95,940427;115,332752;88,605917;341,978251;142,332572;103,016886;94,839932;201,229934;96,517469;80,979156
2009-05-01;101,210939;94,220802;105,978409;88,677125;314,081822;142,180441;105,588144;99,916455;193,382624;94,592775;80,595933
2009-06-01;100,766128;94,802999;108,754547;88,259992;256,47815;144,828679;103,026915;99,718642;192,232034;95,322421;82,785462
2009-07-01;99,839413;94,801853;94,001799;79,198035;273,502956;176,940721;112,01715;93,26308;194,573676;95,50605;78,955929
2009-08-01;102,649926;93,521815;115,82998;92,010286;295,546263;151,463547;104,783015;94,413941;184,034677;94,47974;79,513857
2009-09-01;101,851528;91,299543;118,318002;88,876311;254,969815;167,873443;101,081298;100,368526;192,251127;91,951656;88,15151
2009-10-01;101,894704;93,778114;132,070502;88,643321;308,162177;134,397931;85,043827;99,613759;194,293171;94,37872;82,948264
2009-11-01;102,779223;93,051392;119,875392;92,230499;340,609624;131,531713;92,823971;104,411078;195,398148;93,561086;85,826168
2009-12-01;101,71052;94,160122;116,494732;93,683607;301,656922;114,181966;93,412448;95,394421;213,664884;94,710893;78,209328
2010-01-01;102,740089;94,057518;107,181697;92,556077;327,792705;143,679122;100,488976;102,942183;191,118022;94,384677;93,650852
2010-02-01;101,285045;93,96741;115,468278;93,844953;331,925747;157,25793;95,067527;100,366155;210,679361;94,538744;94,873778
2010-03-01;103,146053;94,394758;108,077452;89,925521;379,157281;174,811071;97,616335;96,211797;190,329746;94,861248;96,366509
2010-04-01;101,162948;93,90463;113,607456;89,25477;324,698296;174,107346;93,603256;101,645505;203,530928;94,415047;80,356743
2010-05-01;104,094292;96,967055;123,198998;92,6431;337,643868;181,940728;90,213868;100,03069;192,759427;97,445979;88,472801
2010-06-01;104,912035;96,813729;112,060027;92,002969;309,385248;182,29757;92,282086;84,659603;201,035849;97,146973;80,6452
2010-07-01;103,070822;94,512701;119,738271;90,572045;281,482917;162,792048;91,850219;109,699905;179,812357;95,458714;86,053676
2010-08-01;104,302687;96,460565;107,559784;96,215912;341,223129;179,410822;90,368021;97,221003;210,572737;96,970132;87,229706
2010-09-01;105,397044;98,33245;104,672991;97,093129;270,96671;186,21163;95,761152;99,94866;214,020727;98,781312;82,335416
2010-10-01;103,939079;99,240428;102,672987;104,536827;269,962674;197,940892;98,319755;96,640254;207,377496;99,688249;100,63907
2010-11-01;102,846997;98,335605;98,257024;101,129069;278,177833;203,17238;96,849701;99,222743;210,863275;99,032986;70,385577
2010-12-01;106,646958;97,744939;106,533318;99,130295;309,553826;217,250824;102,95347;102,888636;202,048442;98,340653;72,546352
2011-01-01;106,883044;97,589852;108,737197;108,644289;323,672892;143,511159;104,916127;94,600324;201,511936;98,036697;81,018643
2011-02-01;107,062879;98,374719;118,316749;107,089438;305,989853;185,839549;106,675361;100,929105;185,132707;98,905885;84,344007
2011-03-01;106,366731;97,947169;126,687564;105,330349;296,564119;163,909035;107,556742;104,886093;187,887837;98,828655;89,63364
2011-04-01;105,13062;96,866831;117,878554;102,555036;313,342121;161,471163;102,183982;95,571264;191,078556;97,326354;84,027118
2011-05-01;112,105067;97,074867;128,372672;105,992814;380,790927;168,203485;133,215451;101,441118;203,260984;97,644156;107,685647
2011-06-01;102,027527;95,348746;120,459098;100,456988;259,58799;152,469806;103,583286;99,030473;210,834353;95,777922;91,297093
2011-07-01;107,570847;97,242704;121,231095;103,997284;274,658963;172,322865;102,875594;92,662102;173,499855;98,040431;86,592435
2011-08-01;106,500275;99,329201;85,989092;99,885086;235,659771;160,224903;103,757038;102,008863;207,419236;99,588845;44,473603
2011-09-01;102,302817;95,994471;123,129555;100,020553;305,28044;147,210793;107,573797;105,025845;139,712661;96,734259;72,60581
2011-10-01;103,012717;96,427669;116,863988;98,303591;281,782081;148,950753;105,82084;87,729499;167,458026;96,91135;75,442031
2011-11-01;104,598486;100,032559;113,506025;95,690324;333,023322;143,076197;105,189431;98,117786;157,91605;100,661252;77,678118
2011-12-01;103,384576;96,908892;119,745713;109,930704;314,662202;151,52445;106,358541;106,924783;170,570667;97,489091;84,372455
2012-01-01;101,368461;97,337465;106,055422;95,845086;327,977189;131,384428;101,661598;114,33156;170,614724;97,849736;90,634398
2012-02-01;102,256165;97,547424;113,781836;92,798207;307,08517;138,697008;90,750254;107,227915;200,679074;98,14029;87,85497
2012-03-01;102,776803;97,159511;104,413497;97,134508;321,714361;132,454182;101,355624;111,834208;161,878371;97,757373;87,610748
2012-04-01;102,654415;97,79481;110,947134;93,209422;310,034381;154,122559;99,457976;115,784553;137,16414;98,112953;95,346711
2012-05-01;100,50926;96,520024;103,953083;92,87649;303,372741;150,877704;101,364047;106,894427;141,295643;97,241104;85,478379
2012-06-01;103,061441;98,081998;131,953743;106,854594;306,740332;143,465309;84,372733;122,327738;134,402334;98,525877;86,902359
2012-07-01;99,184288;97,269529;124,290199;99,868498;320,759117;165,705078;85,853713;87,428258;146,218821;98,02146;73,384533
2012-08-01;99,686998;98,02459;95,162603;91,346368;312,823876;145,445348;114,117568;118,278566;139,895109;98,488365;62,800178
2012-09-01;100,159851;98,053562;112,054151;101,340764;306,958174;137,45381;104,397472;113,025229;132,159276;98,832522;83,950814
2012-10-01;100,587224;98,199852;105,934539;102,946346;322,356773;137,377486;128,527184;109,930469;124,708516;98,814104;101,255991
2012-11-01;98,938742;98,046785;119,208114;104,273961;300,080215;143,259362;108,237015;119,057067;134,484356;98,77891;86,605194
2012-12-01;98,818487;96,074832;109,475005;105,410301;321,386213;126,113323;105,867897;111,934965;122,685492;96,503615;82,628439
2013-01-01;97,960054;98,960097;79,845886;103,270804;311,068685;136,523579;106,759635;110,926609;144,894183;99,748022;85,931482
2013-02-01;98,934766;99,395165;113,18257;102,670484;294,03043;114,684934;108,222978;106,093971;135,973677;99,965633;100,535903
2013-03-01;98,230711;100,092285;122,085677;101,935278;252,495968;132,768613;103,800657;106,242233;138,443288;100,457872;85,515553
2013-04-01;96,884775;100,683779;112,287406;108,063134;253,072951;126,549941;107,387846;111,628189;141,249172;101,46631;89,913979
2013-05-01;98,328119;103,45194;107,774104;107,946361;251,217229;135,601434;105,454708;113,621;128,90223;104,542665;82,200228
2013-06-01;96,979393;102,719123;102,805202;104,57879;260,502666;143,036965;71,104841;112,789673;128,934697;102,985476;69,129214
2013-07-01;100,033777;99,944507;107,829538;107,442648;242,685832;124,190087;106,056972;91,862803;137,806057;100,443984;71,120022
2013-08-01;95,093453;99,778903;104,224323;106,602412;240,128534;140,008134;101,386908;110,143236;128,835095;100,390603;84,707975
2013-09-01;96,315778;99,810536;104,057661;100,701314;248,313273;154,13854;99,728874;118,430334;132,700712;100,496397;88,903803
2013-10-01;97,779499;101,026926;119,114554;105,170911;260,592339;135,079046;123,892232;121,794102;134,078369;101,789113;102,916051
2013-11-01;96,254987;100,895245;115,891298;93,099932;263,517403;141,399691;111,973581;111,218984;135,817628;101,517891;73,114002
2013-12-01;96,747393;101,147373;118,203793;103,964741;227,259078;144,246781;106,227167;114,467586;135,012464;101,649588;90,511627
2014-01-01;97,900858;101,370223;119,740698;103,1494;235,264933;128,357286;102,651546;113,321635;127,01506;102,138536;84,603174
2014-02-01;97,813103;101,858031;112,263309;103,767337;251,31297;153,256459;99,298012;123,636855;126,096378;102,371734;85,77175
2014-03-01;96,570588;103,570491;94,557423;92,110235;258,171594;119,990149;97,625757;122,59627;133,034051;104,068383;85,520539
2014-04-01;99,314926;102,994029;123,027771;105,239114;153,840757;111,204633;101,548766;122,128022;131,816753;103,821809;85,235511
2014-05-01;96,699388;102,74191;115,318213;98,787515;113,685908;99,172777;101,375299;138,572606;136,06165;103,634724;89,769377
2014-06-01;97,2741;102,253992;108,793117;101,360722;94,650919;103,038286;98,209222;121,871309;127,051082;102,641424;89,339292
2014-07-01;98,602481;102,805796;99,970907;101,620638;121,763939;100,094211;110,784876;126,21036;125,487832;103,201697;95,243825
2014-08-01;97,771374;103,170486;113,335053;100,146806;79,17466;108,177653;102,218026;117,847265;124,138399;103,497143;62,581561
2014-09-01;96,702388;103,54308;109,671941;103,534059;96,813376;105,383271;110,92584;116,897782;136,453079;104,218043;68,394246
2014-10-01;99,853892;100,089171;101,998081;103,011283;110,125005;105,24218;109,353889;126,932841;131,706549;100,734196;80,554253
2014-11-01;99,831915;99,39812;94,205562;100,438484;111,72474;81,518568;99,368912;126,789691;127,641712;99,950108;83,232175
2014-12-01;98,144196;100,157389;95,563831;100,158866;89,912535;93,52448;104,486401;121,66017;127,971314;100,820743;90,1348
2015-01-01;99,760773;96,668426;101,812402;97,806691;112,75368;116,1247;99,847134;120,11546;126,748638;96,99143;90,152082
2015-02-01;97,966367;99,661598;99,466869;100,76502;117,405794;100,516835;97,90832;129,589348;128,569927;100,209909;94,371832
2015-03-01;103,519669;98,502477;108,114659;100,227599;97,97928;99,594658;97,146646;125,324325;128,479824;98,926912;93,98414
2015-04-01;97,139146;99,554425;88,690823;99,629424;96,251916;102,244859;95,878845;123,751515;119,363129;100,125118;87,569636
2015-05-01;96,103397;99,905442;86,519236;102,577429;94,302693;101,397133;93,700785;116,082658;115,381801;100,206797;92,803927
2015-06-01;103,11855;99,2907;98,3135;101,477049;100,613081;102,624315;98,688829;119,883728;122,813883;99,966823;96,252461
2015-07-01;97,290629;97,979454;95,897212;100,660299;90,00848;99,141531;102,636483;141,751161;127,938353;98,56712;97,750464
2015-08-01;101,785687;101,701598;133,429465;91,556654;92,481515;99,541497;99,317921;131,51983;119,68293;102,225258;91,398637
2015-09-01;102,687904;102,41801;97,129267;101,257981;100,995075;95,241363;94,54668;130,1051;118,09739;103,037791;72,786204
2015-10-01;99,229879;102,278396;96,810148;98,018573;100,299047;92,113113;95,241413;126,101741;118,103068;102,963642;96,654537
2015-11-01;99,427105;102,129119;103,244249;101,678922;121,377914;97,746654;99,915108;123,551906;119,542288;102,636592;71,263053
2015-12-01;100,956571;100,313983;90,014692;104,115056;69,493189;94,602911;97,058544;123,095868;121,648796;101,103414;100,705112
2016-01-01;101,69281;102,312592;106,662205;102,023802;130,204565;102,060138;100,761843;120,380716;122,177098;102,470047;88,451565
2016-02-01;101,283649;99,822222;104,550065;95,8346;129,973546;103,79568;99,949532;125,564678;119,330165;100,744228;99,453275
2016-03-01;99,003923;99,184159;101,113208;103,643373;134,200002;105,019862;97,174499;121,850238;109,808778;100,321487;103,668414
2016-04-01;102,430677;99,586597;98,440238;101,122583;139,234615;103,237353;95,464325;123,386986;118,193203;100,273026;104,602358
2016-05-01;103,517587;100,678856;102,775157;99,619997;80,223783;109,042572;94,99708;131,292348;116,694223;101,274612;92,020028
2016-06-01;100,976155;101,396102;98,541295;98,856081;38,435056;94,962742;91,877114;116,52626;115,835621;101,813005;89,712031
2016-07-01;100,953196;101,89405;91,762909;100,139515;52,203037;100,677623;84,101752;146,030791;108,014887;102,136872;69,981121
2016-08-01;99,856295;99,967664;99,394489;107,910052;59,473199;99,741895;96,671784;132,864616;126,530575;100,512532;79,846135
2016-09-01;100,434465;98,723764;104,112854;107,407421;88,78563;85,622755;99,481371;131,754653;106,088664;99,425072;90,971883
2016-10-01;99,448272;98,767926;94,916388;107,62265;98,897244;103,809419;93,188478;128,977593;109,330813;99,141846;88,099987
2016-11-01;98,704102;99,106398;92,631838;104,213409;92,434377;91,882838;98,639786;123,597736;108,915753;99,701693;111,731617
2016-12-01;103,064227;100,353616;103,105411;105,490736;4,210035;104,450421;107,006151;134,138263;114,710179;100,859449;103,303016
2017-01-01;98,801199;100,062213;90,290263;100,148238;4,116214;103,200084;103,420036;144,032164;117,16495;100,752912;106,704155
2017-02-01;99,027414;100,125364;90,425447;99,063775;4,327227;92,103105;105,020706;129,504201;106,84373;100,674394;100,265864
2017-03-01;99,387048;100,403361;110,494117;101,056631;1,44349;93,786116;108,488236;139,444463;113,785231;101,292217;93,31151
2017-04-01;98,790039;100,741928;94,086669;94,794485;0,305046;90,389568;101,511617;137,320704;108,492179;101,248706;101,101239
2017-05-01;99,559556;99,804052;106,679659;99,375082;0,103646;86,631077;120,340732;123,883006;109,119001;100,654703;98,450953
2017-06-01;99,300152;98,644464;105,178742;105,491141;0,091842;92,450514;113,407659;121,932498;104,934712;99,425911;98,412434
2017-07-01;98,341458;98,209185;93,625209;102,37945;0,109684;92,949482;93,966741;123,115519;106,387991;99,073049;100,503737
2017-08-01;99,4007;100,05058;93,924576;100,918807;0,105011;93,957007;103,34325;127,190414;108,46307;100,529615;93,231933
2017-09-01;101,807977;100,005905;93,878885;103,400021;0,097095;95,343059;99,061388;125,909966;110,821966;100,402867;79,153869
2017-10-01;100,329439;101,202146;102,758257;103,000713;0,095126;94,286512;102,055955;124,152577;117,269008;101,540639;88,368544
2017-11-01;102,376672;101,108703;98,040369;104,335928;0,099917;106,336053;108,772762;134,937402;117,192571;101,470827;88,487451
2017-12-01;102,114173;101,112373;103,348536;93,104034;0,105006;98,436832;98,932303;131,958205;96,323425;101,491149;85,599865
2018-01-01;108,946969;98,811446;106,446978;107,275157;0,101329;96,478997;91,912868;136,62731;101,68156;99,526684;94,246331
2018-02-01;111,055427;99,154689;96,033638;102,321774;0,100654;103,016158;93,245081;136,525953;113,984555;99,634541;95,831762
2018-03-01;112,367374;99,906856;93,792942;101,645175;0,097206;99,607453;95,234277;131,875391;128,06244;100,505847;96,806762
2018-04-01;110,753189;98,276046;108,869801;104,176244;0,099914;99,220453;94,493832;128,414296;105,302722;98,482382;91,585878
2018-05-01;109,543273;97,207307;80,106785;100,538082;0,098458;103,556582;94,362698;124,488442;93,507054;97,607736;94,994368
2018-06-01;111,353514;98,023654;97,866567;101,857346;0,097885;104,73309;99,100892;131,938699;135,286723;98,397304;99,349815
2018-07-01;110,629554;99,282061;107,383617;96,723576;0,103607;99,608163;99,267128;134,949338;114,276352;99,855005;86,600381
2018-08-01;109,413985;95,164726;109,103684;97,525907;0,103307;98,582862;100,803185;132,647756;105,85751;96,028413;99,899205
2018-09-01;108,815234;97,530694;92,67054;97,6715;0,099354;90,568193;103,610942;125,20721;110,91177;98,403064;99,487152
2018-10-01;110,215595;96,516003;93,054531;96,29876;0,096581;101,271294;99,90075;127,584463;101,276244;97,33102;96,151225
2018-11-01;111,794256;97,113605;99,389753;99,919811;0,100271;89,731538;104,195965;126,8285;102,590059;97,941183;93,059104
2018-12-01;110,076622;98,229634;98,050206;98,463402;0,103527;95,811783;98,189132;121,836534;104,882305;98,658386;121,08476
2019-01-01;109,861808;97,308871;88,486114;102,180703;0,097388;106,751567;103,25902;125,768176;95,84279;98,112583;92,238937
2019-02-01;109,39331;99,038864;102,808852;114,332568;0,10088;110,279242;101,446521;111,206135;100,389139;99,388712;96,228699
2019-03-01;109,199554;98,257564;98,093948;100,0969;0,101722;113,418935;100,764141;109,900226;100,884407;98,614752;98,70667
2019-04-01;110,799275;98,190422;90,693775;107,130115;0,098424;112,73908;101,024554;118,826854;96,622177;99,111675;97,160241
2019-05-01;108,493407;99,415416;80,965592;107,863617;0,099114;99,95733;102,256471;142,944293;103,764417;100,495726;95,454596
2019-06-01;108,057306;99,136903;83,979771;108,819016;0,100528;99,506481;97,48974;93,37651;122,203777;100,18334;89,14762
2019-07-01;107,353113;98,930761;90,036361;109,520154;0,100054;97,180481;98,236581;94,490935;96,660912;99,784832;87,857884
2019-08-01;109,770268;98,331653;80,958514;105,795709;0,10256;117,286422;88,35446;109,76528;103,038994;98,803841;97,919542
2019-09-01;109,194705;100,048652;86,371011;101,773215;0,101151;104,090556;94,287045;112,783266;104,175306;100,143185;94,715787
2019-10-01;109,817878;99,081292;89,98596;105,138153;0,095009;96,298779;106,26112;120,990126;98,954449;99,097275;98,624006
2019-11-01;108,658697;98,72007;99,772656;107,155692;0,102976;98,44256;94,741461;112,834347;99,149767;98,859778;99,976785
2019-12-01;108,43421;98,283691;86,306326;109,007701;0,099695;92,732175;97,983075;114,797934;97,693129;99,055348;94,73453
2020-01-01;108,392473;99,988055;81,876017;113,594244;0,098837;84,89539;98,247517;104,775088;103,630504;101,190473;95,619809
2020-02-01;108,83749;98,757611;87,22559;119,029968;0,098669;84,872868;98,49628;129,46363;111,221822;98,881378;94,077326
2020-03-01;103,08591;98,809787;88,478709;118,890934;0,09995;81,780045;93,645034;96,139643;131,398576;99,262101;75,81439
2020-04-01;108,047488;99,030025;86,466267;117,678125;0,09732;48,669872;96,960661;110,657655;113,135448;99,852048;70,541531
2020-05-01;105,965569;98,901069;99,818709;117,664788;0,103189;63,03963;97,053895;110,204639;102,309046;98,965669;89,386995
2020-06-01;110,963297;101,688522;91,920305;125,644036;0,09922;93,750314;93,58617;129,385162;108,386875;101,743549;94,290697
2020-07-01;111,697237;99,630837;89,683015;106,908231;0,098077;85,045903;88,379495;119,983077;105,637693;99,976645;110,587116
2020-08-01;111,090473;98,959858;88,160188;119,244592;0,104792;73,774825;98,84349;109,057998;103,263359;99,899071;91,037371
2020-09-01;107,521908;98,942588;70,934507;123,868226;0,0981;91,192995;101,909451;99,881754;101,963689;99,797919;96,266691
2020-10-01;109,673431;99,091702;82,556196;117,696763;0,099663;89,504041;100,910046;110,517485;107,489439;99,989692;94,69292
2020-11-01;108,990665;99,969991;82,200403;113,614568;0,102189;115,459218;103,72021;115,930282;102,54437;100,684557;100,155352
2020-12-01;109,551366;99,191551;81,111685;114,800049;0,095379;101,125194;96,516075;106,686581;95,990988;99,841271;95,696846
2021-01-01;111,093233;99,050925;82,367989;111,592122;0,102983;100,181786;94,859338;105,25546;102,136838;99,69477;100,943674
2021-02-01;110,892302;98,359051;67,765325;111,367795;0,100668;92,939632;94,053136;107,32789;94,206765;98,469443;105,916069
2021-03-01;109,874883;99,811507;67,664363;116,236066;0,099384;89,762719;98,406134;111,390949;98,611807;100,482093;103,400951
2021-04-01;108,86;99,379718;74,204185;110,495589;0,098567;92,874606;95,776624;104,390871;101,474955;100,075566;102,040551
2021-05-01;110,449179;101,114573;79,834756;115,888999;0,103036;96,893242;94,121913;111,016209;102,34267;101,113778;105,342577
2021-06-01;109,257131;99,007301;65,835128;106,819026;0,098765;93,449945;96,978068;101,143719;99,492488;99,088415;103,087045
2021-07-01;110,835205;99,787915;66,311354;111,550539;0,099415;86,586338;98,937748;83,435787;100,168668;99,741221;105,56313
2021-08-01;109,154824;100,677385;75,720316;115,278104;0,101448;79,601768;100,175848;86,30564;102,304868;101,381759;81,004936
2021-09-01;107,86216;99,628087;77,13999;114,992702;0,097829;84,619133;98,575466;99,963158;96,892556;100,518752;94,668742
2021-10-01;108,060354;99,882988;70,65861;114,854241;0,102158;88,437701;113,611723;90,497986;97,02614;100,130599;91,245606
2021-11-01;107,575658;99,573545;74,674985;113,328751;0,099777;83,366059;101,772114;97,206128;99,113128;100,541371;92,271946
2021-12-01;107,506173;98,615851;68,031899;114,616189;0,097986;89,524372;105,716193;103,111544;106,666304;99,310883;83,359998
2022-01-01;106,920077;99,964419;72,652948;109,655585;0,10272;106,53165;108,821827;101,35989;99,189831;99,499249;99,500362
2022-02-01;105,979407;99,28371;69,49852;107,756856;0,100934;92,097901;108,627376;101,920262;96,119933;98,687743;98,533301
2022-03-01;107,33093;98,59888;68,665093;111,747367;0,096606;100,29836;107,270724;100,725894;99,63942;98,785094;102,620568
2022-04-01;106,629129;98,715145;68,390465;107,960148;0,101946;91,279835;96,974868;101,014095;103,171552;98,549656;105,378237
2022-05-01;107,572893;98,628267;68,500424;108,742286;0,099679;92,214807;106,875899;93,980573;101,313095;98,297568;100,08545
2022-06-01;104,878316;98,092311;72,381108;108,216407;0,098931;91,757192;105,867323;91,161159;95,242509;97,858798;107,204712
2022-07-01;105,655649;99,916337;71,108631;116,661065;0,101847;92,148194;98,188588;93,666526;98,576419;99,338477;108,508854
2022-08-01;103,706195;97,954959;68,106655;113,243986;0,100455;99,462343;95,74741;103,463288;101,674898;98,112068;112,470093
2022-09-01;105,584894;98,779111;63,562657;112,317602;0,099062;96,063503;95,81861;96,550586;103,791111;99,299141;109,487909
2022-10-01;104,363854;100,299303;65,036801;119,16465;0,101862;96,213421;97,008383;92,494318;100,906623;100,111584;120,200844
2022-11-01;103,436026;98,383376;63,130264;121,020805;0,098777;93,503641;110,20813;93,1627;92,306184;98,568477;106,035839
2022-12-01;106,453583;98,470268;66,786008;119,755562;0,099856;94,321078;100,635862;99,298175;115,043518;98,514291;110,139708
2023-01-01;101,550875;98,017234;70,874093;121,173214;0,099183;96,234837;99,379498;102,066942;110,602588;99,290106;109,712561
2023-02-01;102,03683;98,653458;68,433128;117,65481;0,101253;101,00971;96,412906;99,335055;114,937985;99,341239;107,737606
2023-03-01;102,416801;97,538284;85,534723;114,565681;0,0993;96,947268;96,390541;104,865935;104,368212;98,837642;103,643531
2023-04-01;101,616373;97,56732;67,881478;115,474167;0,101491;100,194744;96,716193;106,717605;100,26238;98,782219;100,483917
2023-05-01;97,305758;96,609333;69,789994;114,123665;0,098577;96,534957;97,798632;107,937952;103,276511;98,176925;104,189711
2023-06-01;105,739859;96,961214;72,867927;112,519499;0,100617;98,081369;97,980505;106,843346;112,903054;98,153767;103,70695
2023-07-01;99,622875;95,976105;71,924223;110,895508;0,101451;104,386909;100,540577;113,983552;107,044152;97,131887;103,922418
2023-08-01;99,530503;96,323455;71,36416;110,354389;0,097645;96,104033;103,055105;96,423556;109,026991;97,554727;103,266419
2023-09-01;99,885392;94,686865;83,620428;110,645555;0,102589;102,696788;105,710658;91,71525;107,807023;96,135179;79,77862
2023-10-01;100,046753;95,117554;76,24294;107,11662;0,098307;101,837732;102,768188;103,135479;104,579212;96,358102;92,153237
2023-11-01;101,524908;93,942882;68,039707;114,731801;0,098854;117,776901;95,602527;104,847784;108,010341;96,359202;99,321274
2023-12-01;100,295219;97,381396;71,716586;102,918724;0,10268;99,335462;101,486677;101,605229;100,508966;99,032913;114,766414
2024-01-01;103,864585;94,582755;62,267427;108,578991;0,097962;72,776577;98,761462;106,200146;108,506176;97,670577;103,574543
2024-02-01;107,53162;101,723625;85,155079;112,419075;0,095857;94,800638;104,365699;108,391362;113,979233;99,127628;107,773338
2024-03-01;95,961499;91,029129;66,970926;96,92022;0,104376;93,824087;98,324336;106,033453;103,685592;98,722143;111,340582
2024-04-01;114,449199;102,367662;72,684085;119,764986;0,098033;97,111628;98,447638;101,899837;103,17965;98,174321;111,716341
2024-05-01;;;;;;;89,844388;98,040035;100,498958;97,781866;111,969692
2024-06-01;;;;;;;77,383972;118,844084;97,17403;99,439837;102,054023
2024-07-01;;;;;;;107,216161;113,925536;113,615283;99,520298;93,190393
2024-08-01;;;;;;;122,245164;109,279961;100,859456;98,089646;81,42511
2024-09-01;;;;;;;99,599766;109,646899;99,162216;97,724184;92,290932
2024-10-01;;;;;;;110,432536;108,376589;104,871569;98,248297;106,235739
2024-11-01;;;;;;;102,212538;88,036172;101,634478;98,290895;101,652347
2024-12-01;;;;;;;100,295057;101,74514;97,727517;97,830909;108,990485
2025-01-01;;;;;;;102,675069;101,648234;98,840544;98,053334;105,788365
2025-02-01;;;;;;;102,464994;103,409991;97,279913;97,288285;107,541905
2025-03-01;;;;;;;102,414377;87,039158;101,389722;96,182293;108,1235
2025-04-01;;;;;;;102,070776;100,240009;104,28642;98,971872;111,229657
2025-05-01;;;;;;;101,412282;103,322208;107,902265;98,125736;110,586352
2025-06-01;;;;;;;99,683561;97,808938;103,897838;97,078662;113,642808
2025-07-01;;;;;;;95,292294;98,37317;108,928691;95,860566;116,876302
2025-08-01;;;;;;;92,013461;106,350125;101,949018;98,756369;117,364211
2025-09-01;;;;;;;92,747256;100,630742;99,493659;98,995189;114,334568
2025-10-01;;;;;;;90,504688;103,471555;105,594908;98,872388;110,426404
